"OBSRVTN_NB","DATETIME_DTM","PNT_NM","QUALIFIER_TXT","PNT_ATRISKNOTES_TX","PNT_ATRISKFOLWUPNTS_TX"
44020,"7/14/2020 14:30","PPE (Forestry)","Work gloves adequate","[NAME] left his gloves in his pickup. When I asked him about them, he admitted that he left them in his pickup and then went to get them and wore them after that.",NA
3110,"1/16/2019 14:15","Housekeeping in order (Forestry)","Cleanliness, Other - Housekeeping","[NAME] unable to find equipment, blades near sprayer hoses, and generally disorganized in truck boxes.",NA
329991,"3/13/2023 12:20","All applicable work procedures are followed","Other - Procedures","Operators had to use their cell phones to communicate while pulling in conductors because the crew did not have any two - way radios. Refer to the AEP Utilities [NAME] - risk [NAME] [NAME] Procedures - HR. 5. Reconductoring and [NAME] Pulling Procedure",NA
363762,"6/20/2023 11:48","PPE","Safety glasses adequate","Started to work order without safety glasses on. Stopped employee and asked him where his safety glasses were? [NAME] had them with him in his tool bag and put them on before proceeding with the job.",NA
320088,"2/2/2023 11:06","Equipment Operations","Safety devices in use (seat belts, back-up alarm, cameras, horn, mirrors, lights, etc.)","Employee was moving material with forklift while not using seatbelt. Spoke to crew supervisor and he would correct the gentleman.",NA
346117,"4/25/2023 11:14","Proper hand placement and body positioning","Employees maintaining proper hand placement","Observed two employees using a portable band saw to cut a piece of rebar. One employee was holding the rebar with his hands while the other was cutting the bar with the saw. The saw blade was less than 6 "" "" from where the employee was holding it with his hands.","I discussed what I observed with the foreman and the two employees and suggested when cutting material they should use a vise to secure the material being cut instead of holding it with hands."
63415,"11/4/2020 13:00","COVID-19 - Face Coverings","Face covering worn when unable to maintain distance?  (ex: Working less than 6ft distance, 2 or more in a vehicle, etc)","All wore face coverings at first but then began removing them and I assume forgetting to put them back on when they would come together again.",NA
463215,"5/17/2024 10:13","Equipment Operations","Equipment loaded properly","Observed auger on the digger derrick deck that was improperly secured. Ratchet strap was damaged on the auger ( Cuts / abraded ), and the shaft end was secured with a loosely tied strap that had been removed from a ratchet ( [NAME] Photos ). This caused the auger to move noticeably as the truck was pulling into the work zone. Spoke with the driver and discussed proper securement methods and reminded them to inspect all rigging / straps on loads prior to travelling on the roadway.",NA
480920,"7/24/2024 12:46","Personal Safety","Ascending/Descending using 3 point contact","SE carrying test lead up and down ladder to test bushing. Reminded him about maintaining 3 points of contact",NA
271932,"8/29/2022 15:00","PPE (Forestry)","Safety glasses adequate","[NAME] member did not have safety glasses. Claimed he lost them in the brush. Asst GF brought member a pair of safety glasses.",NA
321624,"2/7/2023 10:30","Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Looking where stepping","Chunk of brick in grass near meter socket. Pointed it out to the group, and then moved it to beside the customers building where it wouldn't pose a trip hazard to our work or be hit by a mower etc.",NA
430293,"1/22/2024 14:31","Personal Safety (Forestry)","Line of fire","RD Line of Fire, Drop Zone was not established at all for a large area of coverage with 3 trimmers in trees at once. Drop Zone flags were left in the truck.",NA
128181,"8/5/2021 10:25","The dispatch phone number is listed on the pre job brief - (Observe)","[Notes Required for At-Risk Conditions]","[NAME] did not have the DDC number on the Job Briefing however crew said they have a procedure to call the GF if needed.",NA
389752,"8/29/2023 9:40","Traffic Control - Telecom","Work areas and drop zones barricaded - Motion","The Hydro Vac crew began their work outside of the substation fence on a corner where there is a drive path and parking lot holding materials.","I advised that the crew barricade their excavation work to ensure that everyone driving or walking were aware of the open hole near a path of travel. The AEP Contractor Safety Handbook states in Section 10. 4. 1 "" "" Contractor shall ensure that all excavations are barricaded. "" """
439269,"2/23/2024 14:15","Vehicle Set-up Correct (Forestry)","Other - Vehicle Set-up","Vehicle was set up a couple feet off the road with 3 cones around the truck. There was no taper or buffer zone.",NA
434055,"1/31/2024 20:52","Correct work area traffic control","Cones compliant","Most of the locations did not call for a need for cones, but ti is something that need to be considered any time we need to park in the path of traffic.",NA
11566,"10/9/2019 14:00","Personal Safety (Forestry)","Hazard recognition, Posture and positioning","Worked with new employee on where to stand when cutting brush. Cut brush so it falls away from you not toward you. Explained why we hit brush stumps low.",NA
139981,"10/21/2019 8:08","Complete job briefing given","PIPE and PPE discussed, Specific risks / hazards identified, Work procedures reviewed","[NAME] failed to talk about proper PPE, it was assumed that all knew what to wear which they all did, pole loading line of fire issues wasnt talked about but they did a good job making sure they stayed out of the line of fire",NA
166653,"8/13/2019 8:00","SAFER Model","Other - SAFER Model","Old SAFER form being used. [NAME] did have the new forms available. Old booklet thrown away. [NAME] form utilized.",NA
140175,"10/22/2019 12:30","PPE","Hard hat adequate","One [NAME] member got out of the truck after moving it, and started to work on the pole. Before I could say anything; the [NAME] Lead had obtained his Hard Hat and gave it to him. This showed good observation skills / awareness by the [NAME] Lead, for his [NAME] safety.",NA
235200,"4/28/2022 11:00","Housekeeping - Generation","Tripping Hazards, Walking / Working Surfaces","moved back lance / hose that was located at base of ladder Team would com back later to address coal / water on the feeder floor areas",NA
292954,"11/2/2022 13:00","Suspended Load/Overhead Work","Drop zones adequately barricaded, Employees protected from overhead loads","Single rope barricade observed while a bucket was in the air with a crew member working nearby on the ground for install of guy anchors. [NAME] observed walking through while work going on overhead.","Reconfigured work zone / drop zone to better delineate zones of work activity. Keep people outside drop zone unless work has paused overhead."
487121,"8/19/2024 12:00","THA","Other - THA","When I arrived on site I waited before approaching so as not to disturb work in progress. The foreman approached me, after frantically looking through his truck. [NAME] asked if I was the TCR I said yes. Today was his first day on this Job Site. [NAME] could not fine his clipboard that had his THA he believed he sat it on the back of the truck and it must have fallen off when he left the show up. [NAME] immediately started filling out a new THA.","I told him I understood, I gave him my contact information. I went over a few things that I needed to go over about making sure gates are closed and locked after you go through them. [NAME] was filling out the paperwork I asked that when he was finished that he go over it again with the crew and have everyone sign it."
387482,"8/28/2023 15:10","Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Other slip, trip, fall: please describe additional hazards","Ground person needed to get something from off - road track machine and was standing on the outrigger to reach item.",NA
225656,"3/30/2022 13:45","Did you recognize additional sprain or strain hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Body mechanics","[NAME] cutting with hydraulic saw from bucket. Reaching too far on two occasions which placed enough strain that he lost grip of one hand while cutting limbs which allowed saw to drop downwards. This potentially placed too much strain on shoulders and arms.",NA
275981,"9/12/2022 13:00","Pre-Job Briefing","Energy-source controls identified, Other - Pre-Job Briefing","[NAME] utilizing [NAME] job briefing form and not an AEP or AEP approved job briefing. No energy - source icons on form AEP T & C 2. 2. 1 The Job Briefing Form shall include, at a minimum: 1 ) [NAME] procedures involved 2 ) hazards and mitigation associated with the [NAME], 3 ) special precautions, 4 ) energy source controls, 5 ) personal protective equipment requirements, 6 ) other contractors or Owner personnel working within or adjacent to Contractors [NAME] ( or as specified in the applicable Business Unit appendix ), and 7 ) task requirements for qualified and competent person ( s ). 2. 2. 1. 1 Unless Contractors Job Briefing Forms are approved in writing by Owner Representative prior to the start of [NAME], Contractor shall use Owner supplied Job Briefing Form in the applicable Business Unit appendix.",NA
305139,"12/15/2022 8:30","THA","Reviewed with all parties on-site","First guy approached us handed me the THA and walked away. Need to communicate to all they need to review. [NAME] [NAME] walked up and went over it.",NA
320629,"2/13/2023 12:57","Loading/Unloading Procedures","Employees staying out of line of fire, Loading/Unloading form completed","The crew is unloading skids of silt sock off a flat bed trailer. Upon arrival I noticed the truck driver on the back side of the trailer near the front passenger side corner rolling up straps as a skid steer was unloading the skids off the trailer. A conversation was held with the crew and the driver was moved to a safe location out of the line of fire. We discussed the potential of a skid shifting during off loading and potentially striking the driver. The drivers loading and unloading digital form on his phone was not working. The foreman has paper copies that will be used for the next load.",NA
273581,"8/30/2022 13:34","Ladders in Compliance","Other - Ladders in Compliance","Observed [NAME] Drilling employee entering and exiting flatbed trailer without using designated ladder entry located on opposite sides of trailer. Advised employee to use the ladder entry and maintain three points of contact to prevent injury from slip, trips, and falls. Employee was very receptive, and ladder was deployed.",NA
387149,"8/8/2023 10:00","Backing safety","Back up observer","Dump truck driver was trying to back a long distance to dump sand for us. I stopped him and told him that I would back him into the location so he wouldn't back into a trench or hit something.",NA
387320,"8/29/2023 9:30","Correct work area traffic control","Cones compliant","The [NAME] was coached that they could have put some road cones around the trucks parked on the edge of the roadway.",NA
456594,"4/25/2024 11:00","15) If new hazards were identified, or if conditions changed since the original briefing, were they documented (JHA/THA)?","[Notes Required for At-Risk Conditions]","During walkdown a potential STF was identified at mandoor of block house. [NAME] was made aware and agreed to address. SMG also made aware. [NAME] picture",NA
84735,"3/9/2021 8:21","Vehicle Operating Condition (Forestry)","Other - Vehicle Operating Condition","Chipper was taken out of service due to safety equipment not working or missing. Chipper was sent for repairs by the GF.",NA
490471,"8/29/2024 10:45","Personal Safety (Forestry)","Line of fire","[NAME] member load the chipper a few times straight on instead of from side. Coached and no further issues observed.",NA
318695,"2/7/2023 8:42","Appropriate work area traffic control (Forestry)","Appropriate signs out","[NAME] is shutting down one lane of traffic and does not have one lane road ahead sign they are currently using 2 tree work ahead signs",NA
159578,"5/16/2019 10:26","Workplace Conditions Addressed","Other - Workplace Conditions, Tripping Hazards","[NAME] notice a open hole by tower structure that was not barricaded. We roped it off and got a couple of cones to place by it. The physical contractors were working down the street at the time of our visit.",NA
376054,"7/25/2023 11:24","PPE","Side Shields adequate","1. 13 Approved safety glasses with side shields or goggles shall be worn in all production, construction, and maintenance areas, or when there is exposure to flying fragments, objects, large chips, particles, sand, dirt, chemicals, optical radiation, electrical hazards or nuisance dust. Additional information can be found in the AEP [NAME] Protection Policy.",NA
304874,"12/13/2022 13:32","Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Awareness of environment, Looking where stepping, Surface","[NAME] never identified steep hillside where brush needed to be drug out as a STF hazard. There was also a ditch with standing water that needed to be crossed that was never identified.",NA
155937,"4/29/2019 13:30","Defensive driving","Space around vehicle","Servicer hit overhang of barn [NAME] while pulling into job site with service bucket ladder rack. I Was in route to meet with Servicer and when I got to job site I Discussed with lineman what happened. [NAME] had called DSS before I arrived. I took pictures of event and DSS showed up to investigate. Customer was informed of what happened.",NA
161562,"6/24/2019 10:00","Personal Safety","Stored energy","Employee lifted a transformer to an elevated position above the rear of the boom truck and left the controls unattended.",NA
322236,"2/17/2023 8:45","Backing safety","Location and set up","Did not have truck parked in a forward fist movement and was pulled to fence. Talked with driver and he will make corrections going further.",NA
176615,"10/1/2021 8:57","Line of Fire","All employees out of the line of fire, Barricading in place to keep other employees from entering work area","Employees barricading around the area while scaffolds were being erected, keeping themselves out of the way when handling materials up and down, maintain control of materials to avoid dropping",NA
24423,"3/3/2020 13:34","Tools and equipment used correctly (Forestry)","Equipment used properly","[NAME] was observed using his trim saw to remove limbs within MAD. This was discussed with the fill in General [NAME] [NAME] [NAME] and he was going to have a bigger discussion with the entire lot, which he did.",NA
450393,"4/2/2024 12:00","Effective Communication","Other - Communication","I told [NAME] he needed to stay behind stop line at traffic light so that trucks could make the turn at the intersection safely.",NA
141457,"11/6/2019 13:00","Barricades around truck when required","Other - Barricades","The crew had a barricade up, but I questioned if it was too high, allowing the employees to just walk right under the line if need be.",NA
441417,"2/14/2024 11:35","Backing safety","Backing plan","Mentioned to employee about looking at other options when pulling into or backing out of driveways to prevent backing in small and narrow spaces to turn vehicle around.",NA
393566,"9/11/2023 10:00","Rigging Equipment","Other - Rigging Equipment","Observed capacity tags on rigging on the load end and not at the hook. Spoke with the crew and recommended that rigging with only one capacity tag be positioned so that the tag is located on the hook end. This will help prevent unnecessary damage to the capacity tag that may render the rigging damaged and would be required to be removed from service. [NAME] advised they would be more attentive moving forward and was very receptive to the coaching moment.",NA
252215,"6/23/2022 9:45","Vehicle Set-up Correct","Wheel chocks used","No wheel chocks were in place, while the truck was parked and the crew was using the boom to unload a CAT bank from the truck.",NA
497701,"9/26/2024 5:04","Ergonomics - Generation","Proper stance","When adding foam to a coal silo I stopped the employees before energizing the fire hose to get them to have a spotter with them on the hose.",NA
141823,"11/14/2019 9:40","Tools and equipment used correctly","Guards used","Was using a drill bit turned up as a guide while drilling another hole. Talked to the crew about using another bolt instead of a sharp object in case someone fell on the bit. Action was taked immediately to remove the bit by the crew.",NA
238627,"5/12/2022 9:15","Correct work area traffic control","Other - Work Area Protection","The employee was in an area where flashers may have been adequate, but due to oilfield traffic and construction detours the suggestion was made to put out some extra cones for a buffer space to alert distracted drivers.",NA
289200,"10/21/2022 10:45","Equipment Operations","Other - Equipment - Motion","Backhoe rear bucket pins held in place with worn cotter keys. Mechanic to make needed change on pin keepers to proper type and size. NHPL Safety Rep shared in discussion..",NA
428103,"1/13/2024 11:10","Direct Controls - Gravity","Direct controls put in place to build capacity for Gravity hazards","During construction of the base portion of structure 38. Employees were working directly beneath an employee on the structure in the drop zone presenting the hazard of dropped tools, hardware, or even angle iron. I spoke with IRBY onsite safety about this issue and talked with the employees to make sure no one was underneath them.",NA
332954,"3/21/2023 16:45","Vehicle Operating Condition (Forestry)","Other - Vehicle Operating Condition, Vehicle loading, truck trailer appropriate, Warning and signaling devices","Lights were not working on trailer while i was following pick up back to yard. Let the GF know and he said he would get it fixed",NA
57415,"9/7/2020 10:30","PPE","Work gloves adequate","One worker was working on the ground bare handed. When he called this to his attention, he retrieved his gloves and then continued.",NA
402654,"10/11/2023 16:18","Housekeeping.","Containers provided for collection of all refuse","The trash container needs to be serviced. It's full and there is no more room for more trash to be added.",NA
391378,"8/29/2023 14:30","Work Zone Protection - Documentation","Work area protection contractor included in the JSHA briefing","Roadsafe arrived later in the day and no official rebrief was done to include them into the work day. I do think [NAME] talked with the traffic control group and told them where he planned to work in the afternoon. A huddle after lunch and / or when traffic control gets on site is recommended.",NA
109028,"5/21/2021 14:32","Qualified observer","Clear communication","There was clear communication within the crew, that someone could of stopped the job, and followed the steps to work safely.",NA
257841,"7/13/2022 9:19","Equipment Operations","Substation drive paths delineated with safe travel and working distances","Observed drive path around the station without cones placed to delineate safe distances from structures. Recommend installing.",NA
231783,"4/21/2022 14:27","Housekeeping - Generation","Job site hazards, Other - Housekeeping","Drums and area housekeeping and air heater dust not palletized. Also, one ring is upside down on the drum.",NA
199915,"12/21/2021 10:55","Tree Felling - Personal Protective Equipment","Was the proper PPE worn?","[NAME] and crew were observed not wearing hi - vis class 3 apparel per the businesses partners requirements.",NA
138084,"9/25/2019 13:00","PPE","Safety glasses adequate, Side Shields adequate, Work gloves adequate","One employee had an issue with his contacts and had to switch to his regular glasses which he had no side shields for. Another employee had to be told to put his gloves on when handling material.",NA
477476,"7/8/2024 11:03","Appropriate work area traffic control (Forestry)","Appropriate signs out","[NAME] didnt have work area ahead sign out. The only sign they were equipped with was an end work area. The GF informed me that signs had been ordered.",NA
332837,"3/21/2023 13:30","Barricades around truck when required","Blanket set out, Fire extinguisher not set off, Other - Barricades","[NAME] didn't have blanket and fire extinguisher set off to the side. There were also bin doors open around the truck.","Had them set out a blanket and fire extinguisher. Also told them not to leave bin doors open when anyone is engaged in the zone. Eliminates the temptation to just reach in real fast to grab something."
366141,"6/26/2023 13:30","Complete job briefing given (Forestry)","Other - Job Briefing","[NAME] members didn't stop me before I came in the job site. Job briefing was in the truck and not at a specific spot marked at the job site.",NA
488385,"8/20/2024 9:30","JSHA Review","All employees reviewed and signed/acknowledged JSHA prior to work","Two separate crews were working together on pulling fiber across a county road and were not signed onto each others THA","Made the recommendation that since the crews were working together they should be signed on to each others THA"
13391,"12/4/2019 14:00","Vehicle Operating Condition (Forestry)","Licenses and vehicle registration, Other - Vehicle Operating Condition","chipper LP not properly installed, has bungee cord holding in place. Battery, also, not properly secured in place.",NA
211664,"2/12/2022 9:21","Complete job briefing given","Job briefing conducted and documented","On arrival the cut out had already been replaced. They said they had a verbal discussion and was rushed due to equipment hanging close to line and afraid of flash. they did not document the work till after half of the work was done. We discussed the need for a documented briefing form and [NAME] drafted up one for the second half of the work.",NA
431302,"1/19/2024 13:00","Personal Safety","Mind on Task / Engaged","With the recent news of forced staff reduction, it is very important to recognize the stress and worry that comes with that situation. Both of those factors can impact our focus and decision making skills.",NA
473545,"6/24/2024 14:40","PPE (Forestry)","Hearing protection adequate","[NAME] member was cutting brush without hearing protection. [NAME] didn't have extras on the truck so GF was contacted and he brought them some.",NA
259999,"7/14/2022 9:45","Line of Fire","Barricading in place to keep other employees from entering work area","Barricading should have been applied to keep others out of the area while tripping hazards were present.",NA
109780,"5/19/2021 15:00","Appropriate work area traffic control (Forestry)","Appropriate number of signs out","[NAME] moved to address the trees from the other side of a corner. When they moved they did not place signs behind them because they saw the crossroad ass a dead end.","Stopped crew and explained that while the road indeed was a dead endroad, there was traffic coming up from behind them. This is why the signs were required. [NAME] understood and gave commitment to correctly set signs."
434432,"2/5/2024 13:20","Direct Controls - Electrical","Other - Direct Controls - Electrical","Signage for crossing under low hanging distribution was asked of by TCR to be installed. [NAME] contractor chose to ignore and not install signage. Before AG begins it will be mandatory that it be installed. No excuses!","Discuss with arriving AG Supervisor with Bison to please install, as an awareness, and consistency requirement."
105837,"5/24/2021 11:23","Opportunities To be More Effective","Hazard Mitigation","Talked about the need to stay away from other crews working energized conductors. [NAME] until crew lead contacts them when it is safe to approach work zone.",NA
302863,"12/5/2022 13:00","Personal Safety","Hazard recognition","The [NAME] was coached, as the [NAME] didnt realize they needed all of the PPE on while they were working to break up the frozen stone.",NA
464703,"5/23/2024 18:17","Housekeeping in order (Forestry)","Job site hazards, Other - Housekeeping, Trash, tools, equipment secured on vehicle, Tripping Hazards - Closed doors, Walking / Working Surfaces","Pole pruner and gas powered saw laying in walking patch, crew tripped while dragging brush off house.",NA
330906,"3/16/2023 10:28","Personal Safety","Ascending/Descending using 3 point contact","Employee was attempting to climb on to truck from the rear pull - out ladders on the truck with hand tools in hand, stopped the employee and had them place the tools in the truck before climbing the ladder to maintain 3 - points of contact.",NA
296607,"11/16/2022 7:45","Fall Protection","Tie Off Points Required above 6ft","Employee opened grating to access ladder below, which then created an open hole hazard. I had a discussion with employee that if they were in the area that the grating needed to me closed or fall protection was need. Employee agreed and closed grating to prevent fall hazard.",NA
358807,"6/6/2023 9:54","PPE (Forestry)","Safety glasses adequate","1 crew member was wearing prescription glasses. Talked with crew member and he called GF to bring safety glasses that fit over prescription glasses.",NA
133512,"8/25/2021 10:14","Tools and equipment used correctly (Forestry)","Other - Tools and equipment","[NAME] of bucket had a large amount of chips in the bottom of the bucket, myself and [NAME] cleaned out the bottom.",NA
457714,"4/29/2024 11:15","Housekeeping in order","Job site hazards, Walking / Working Surfaces","Tools and equipment left on ground near pole and in walk thru area, notified lineman to make clear path clear of obstructions and it was corrected",NA
483219,"8/1/2024 8:35","Equipment - Tools &Equipment","Other - Equipment","While excavating loose dirt in a trench that had been broken up via air spade, the contractor was notified that they needed to ground their excavator while removing the loose soil. The contractor stopped work and applied proper grounding to their excavator and continued working safely.",NA
250228,"6/16/2022 10:15","Housekeeping - Generation","Tripping Hazards","wire mesh used in forms causing trip hazard while pouring concrete. Discussed extra causing while walking in this area.",NA
276926,"9/7/2022 10:01","PPE","Hard hat adequate, Other - PPE","The crew unloaded material into the trash container without the use of hard hats or gloves. I talked to them about the use of PPE when throwing away old material. The crew put on PPE and continued working.",NA
490945,"8/28/2024 11:15","Vehicle Set-up Correct","Location and set up, Micro brake/parking brake set, Vehicle left secured","vehicle left running and brake not set crew could have parked where they didnt have to walk in the water",NA
231379,"4/18/2022 11:30","Fire extinguisher inspection up to date and was set off when required","Inspection up to date","Annual inspection out of date on truck. Informed drivers and they will get then swapped out at the service center.",NA
323160,"2/21/2023 9:00","Aerial Devices - Job Briefing","Was the job briefing site specific?","[NAME] did not have the address labeled on the job briefing and they were working in a neighborhood with house numbers and mailboxes they could have looked at.",NA
338926,"4/3/2023 9:30","Personal Safety","Proper lifting, lowering and carrying","Stopped job to get LMA to fasten handline to pole before lifting equipment. Handline was hooked on climbing belt and material was being raised.",NA
425707,"12/19/2023 8:13","Appropriate work area traffic control (Forestry)","Cones compliant, Flaggers compliant, Tapers and buffers compliant","The crew wasn't using a flagger for this location, only allowing traffic to pass on their own with one lane open. The crew also didn't have a long enough taper to prevent traffic from hitting tree branches that were laying in front of bucket truck after the aerial cutter dropped them in the road. I asked the crew to place more cones and to watch for backed up traffic.",NA
141133,"11/5/2019 9:15","Correct work area traffic control","Cones compliant","No cones set out while inspection of meter was being made. While parked for only a short duration, cones still need to be used when vehicle is parked and work is being performed.",NA
249935,"6/17/2022 11:14","THA","Hazards and mitigation controls identified (THA), Signed by all parties on-site, THA lists step- by-step plan","Reviewed with crew to define approximate time for cooldowns as a suggestion. This will help them to keep a focus on heat exposure intervals. The discussions were very warmly received","[NAME] will add interval to their THAs"
396054,"9/19/2023 15:30","Equipment Operations","Overhead lines marked with warning signs (36in. x 36in.) for egress / ingress","Was entering ROW access when I noticed cover up on a distribution line were about to pull conductor over. Though crew took the time to place cover on the lines, I didnt notice an overhead power line sign on either side of access point.","Spoke with the foreman, as well as, safety representative. Sings were installed."
170955,"9/16/2021 10:25","Aerial Devices - Procedures","Was a boom spotter/qualified observer present and engaged, with a clear line of sight?","Spotter left work area while the bucket truck operator was de - limbing a removal. The bucket bucket truck operator was not encroaching MAD, however the boom was near the center lane. Heavy truck traffic was in close proximity to the outriggers while passing the WAP zone.",NA
462672,"5/15/2024 15:20","Correct work area traffic control","Appropriate signs out","One Warning Sign was in place being held up by some road cones with electrical tape ( [NAME] attached photo ). This sign was found lying on the ground, as there was not enough weight to hold it up and keep it stable.",NA
478308,"7/10/2024 9:30","PPE","Safety glasses adequate, Side Shields adequate","Notified crew that [NAME] glasses do no meet Z87 rating, and glasses need to have side shields as well",NA
469324,"6/7/2024 10:33","Emergency Action Plan","Other - Emergency Action Plan","By 8: 00 a. m. the following calendar day, Contractor shall submit a preliminary notification to Owners Representative ( s ) using VERO ( https: / / verodms. com ).","Preliminary Report was not submitted within Vero per the given time frame presented in the Terms and Conditions. Please ensure to notify the associated TCR and SMG Advisor of the event as soon as possible."
362527,"6/14/2023 9:00","THA","Other - THA","After discussion with AEP safety personnel, it was brought to our attention that some THA's have had an "" "" overuse "" "" of SIF icons, with complacency being a concern. Reminded crew to be thorough in the evaluation of SIF examples and ensure safeguards are in place for those examples when they arise.",NA
419308,"12/7/2023 10:37","PPE - Workforce","Other - PPE Workforce","Vendor not wearing a Hardhat. In this case the gentlemans Hardhat was full of hydraulic fluid so understandable he did not want to wear it. [NAME] will acquire another.",NA
70967,"12/11/2020 11:00","Personal Safety (Forestry)","Eyes on task, Other - Personal Safety","[NAME] left the flagging operation with communicating with the flaggers. Flaggers flag traffic for over 30 mins with no work being done between the them. Spoke with the GF about this issue.",NA
366305,"5/15/2023 14:30","Direct Controls - Gravity","Other - Direct Controls - Gravity","In old control building we were tearing down, there was one piece of trenway that was held on by a few threads, talked about possible hazards that may come if it were to fall on someone, crew decided that they would block off access to control building and demo it to avoid hazards",NA
230641,"4/14/2022 12:30","Complete job briefing given (Forestry)","Observer assigned, Voltage being worked discussed","Had them add to job briefing that the groundsman is the dedicated spotter for the trimmer in the bucket. Also had them update voltage from 7. 6 to 13. 2 as they were working along the three phase line. Addressed both with GF as well",NA
472857,"6/13/2024 9:02","Circle of safety practices","Completed","LMA did a great job doing his circle for safety before driving but reminded him that after sitting in the same spot to perform another circle for safety as conditions may have changed around him with moving construction vehicles.",NA
187603,"11/9/2021 15:08","Direct Pressure - Extended Periods of Time","Pressing a body part against a hard or sharp surface","Installing the test equipment required pressing body parts against the support beams. Installing the test equipment required pressing body parts against the support beams.",NA
404239,"10/16/2023 11:00","Complete job briefing given","Other - Job Briefing","Coached on need to rebrief when additional hazards encountered - removing limbs off customer secondary",NA
342933,"4/17/2023 11:15","Fire extinguisher inspection up to date and was set off when required","Sealed appropriately","No seal on pin to keep handle from being pushed and deploying the extinguisher. Talked with driver and he will get it to fleet for repair. S & H manual G 4. 32",NA
197446,"12/13/2021 9:00","Vehicle Set-up Correct (Forestry)","Location and set up","FOREMAN PARKED THE TRUCK ACROSS THE STREET AND A COUPLE HOUSES DOWN THE BLOCK WHEN HE COULD HAVE PARKED RIGHT IN FRONT OF THE HOUSE THEY WERE WORKING AT.",NA
443846,"2/29/2024 10:00","Personal Safety","Other - Personal Safety","Mobile was installed with regulators. The regulator bushings were sitting about eye level and could easily be contacted. Barricades can only do so much here, what else can be done to make this safer? Or is this the nature of a mobile install?",NA
423764,"12/20/2023 9:25","PPE (Forestry)","Safety glasses adequate","Climber not wearing safety glasses while up in tree. When I point this out its "" "" oh, they fell off. "" "" Climber then pulls glasses out of pocket and puts them on.",NA
247109,"6/8/2022 15:00","Loading/Unloading Procedures","Loading/Unloading form completed","The main task for the day was to load, move and unload mats and timbers. Contractor did not have any load / unload sheets for the entire day.",NA
452520,"4/6/2024 11:00","Correct work area traffic control","Other - Work Area Protection","The zone was set up correctly. I dis have to remind them to walk the zone more often. They were hanging out near their trucks and it was a large zone of lane shifts.",NA
477828,"7/11/2024 10:00","Barricades around truck when required","Blanket set out","Blanket pulled off truck but not unrolled and and properly placed. Immediately corrected when identified.",NA
336188,"3/31/2023 8:28","Personal Safety","Line of fire","discussed with employees the importance of not encroaching in the swing radius of excavator. After our discussion everyone cleared the area for the excavation.",NA
372640,"7/17/2023 11:21","Concrete/Portland Cement","Access to wash facilities and/or neutralite solution, Employees preventing contamination of clothing and footwear, Other - Concrete/Portland Cement","Setting poles and pouring concrete into caissons. Employees were not wearing the required PPE for handling concrete, no face shield, z87 safety glasses and no gloves.",NA
52747,"9/3/2020 10:30","Fire extinguisher inspection up to date and was set off when required (Forestry)","Other - Fire extinguisher","Fire extinguisher pin held in with black tape. We asked the foreman to get a new pin or fire extinguisher. We also discussed this with the GF.",NA
118492,"7/1/2021 19:27","FR Clothing","FR clothing sleeves down","Employee had sleeves rolled up because of the heat while checking voltage in meter box. Advised of arc flash hazard",NA
190571,"11/19/2021 9:03","Housekeeping - Generation","Cleanliness, Tripping Hazards, Walking / Working Surfaces","We were end of our outage so lots of opportunities for picking up clutter getting things out of walk ways.","Areas were clean before unit going back on line"
240422,"5/9/2022 14:30","PPE","Hard hat adequate","Coached employee on making sure to put their hard hat on once leaving the vehicle while in the sub station.",NA
107431,"5/11/2021 8:30","Personal Safety (Forestry)","Proper barricade of work area/ fall zone","Paula's crew had worked with another crew and their fall zone cones were on the other truck. Therefore, they did not have any fall zone cones, but they did establish an agreement that the fall zone would be on the passenger side of the truck and [NAME] would not enter that area without verifying with [NAME] that it is safe to do so.",NA
24588,"3/5/2020 15:30","Tools and equipment used correctly (Forestry)","Equipment used properly, Tool / Equipment selection and use","Employee was drop starting the chainsaw while on the ground. GF stop employee and review the policy and this.",NA
326404,"2/28/2023 13:16","PPE","Work gloves adequate","Reminded crewmember to wear gloves, even when taping up wire together. One can easily move and transition from such a task to another task where there are sharp, objects or hazards.",NA
480566,"7/24/2024 7:42","Heat Stress - Planning","Pre-job briefing discussion includes heat stress considerations, Suitable break area established / identified","[NAME] members did not list heat stress on THA it was cool in the morning but temps were going to get worse after noon.","[NAME] added heat stress to THA and discussed the importance of knowing symptoms of heat stress."
445752,"3/19/2024 9:41","Fall Protection (LSR)","Employees used an appropriate fall protection device","Employees were removing insulation from exhaust of CT. One of the employees was wearing fall protection but not tied off.","I got employees attention and asked them to tie off."
330687,"3/15/2023 10:15","PPE","Safety glasses adequate","One employee wearing sunglasses that were not approved. Discussed that the glasses had to be Z87 stamped and rated. The employee got the right glasses and continued work.",NA
